scenario_id,allocation_method_id,model_id,policy_id,store_id,item_id,forecast_total_units,uncertainty_std_28,target_order_quantity,unit_purchase_cost,allocated_order_quantity,served_units,shortage_units,leftover_units,stockout_occurred,holding_cost_units,shortage_cost_units,operational_cost_units,purchase_spend,budget_limit,capacity_limit,target_coverage_percent
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_019,30.6453,7.063,38,1.188,15,15.0,56.0,0.0,1,0.0,280.0,280.0,17.82,3392.37912,2749,39.47368421052632
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_020,291.9417,135.8334,424,0.5639999999999998,424,284.0,0.0,140.0,0,140.0,0.0,140.0,239.136,3392.37912,2749,100.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_021,36.1377,9.9041,46,1.488,18,18.0,23.0,0.0,1,0.0,115.0,115.0,26.784,3392.37912,2749,39.130434782608695
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_022,6.5359,3.4998,10,1.188,4,4.0,6.0,0.0,1,0.0,30.0,30.0,4.752,3392.37912,2749,40.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_023,47.4286,7.8386,56,2.3879999999999995,22,22.0,28.0,0.0,1,0.0,140.0,140.0,52.53599999999999,3392.37912,2749,39.285714285714285
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_024,48.9517,143.1361,188,0.6,188,0.0,0.0,188.0,0,188.0,0.0,188.0,112.8,3392.37912,2749,100.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_025,37.7439,8.9134,47,1.728,18,18.0,23.0,0.0,1,0.0,115.0,115.0,31.104,3392.37912,2749,38.297872340425535
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_026,59.7591,8.5001,68,1.188,27,27.0,31.0,0.0,1,0.0,155.0,155.0,32.076,3392.37912,2749,39.70588235294117
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_027,25.8061,9.9898,36,1.2,14,14.0,1.0,0.0,1,0.0,5.0,5.0,16.8,3392.37912,2749,38.88888888888889
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_028,45.2696,7.0564,53,2.328,21,21.0,17.0,0.0,1,0.0,85.0,85.0,48.888,3392.37912,2749,39.62264150943396
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_029,35.37,10.9493,46,0.96,18,18.0,8.0,0.0,1,0.0,40.0,40.0,17.28,3392.37912,2749,39.130434782608695
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_030,239.1191,103.5872,340,0.888,340,205.0,0.0,135.0,0,135.0,0.0,135.0,301.92,3392.37912,2749,100.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_031,33.3034,6.8015,40,2.808,16,16.0,13.0,0.0,1,0.0,65.0,65.0,44.928,3392.37912,2749,40.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_032,39.7545,9.3944,49,1.788,19,19.0,8.0,0.0,1,0.0,40.0,40.0,33.972,3392.37912,2749,38.775510204081634
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_033,11.7941,5.3869,18,1.5,7,7.0,3.0,0.0,1,0.0,15.0,15.0,10.5,3392.37912,2749,38.88888888888889
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_034,50.9913,11.788,63,1.536,25,25.0,44.0,0.0,1,0.0,220.0,220.0,38.4,3392.37912,2749,39.68253968253968
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_035,35.4548,6.7218,42,2.508,16,16.0,12.0,0.0,1,0.0,60.0,60.0,40.12799999999999,3392.37912,2749,38.095238095238095
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_036,20.5981,10.9639,32,1.728,12,12.0,7.0,0.0,1,0.0,35.0,35.0,20.736,3392.37912,2749,37.5
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_037,176.2754,84.8492,259,1.536,259,197.0,0.0,62.0,0,62.0,0.0,62.0,397.824,3392.37912,2749,100.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_038,19.544,7.2221,27,2.988,10,10.0,15.0,0.0,1,0.0,75.0,75.0,29.88,3392.37912,2749,37.03703703703704
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_039,166.3572,66.6762,231,2.3879999999999995,231,173.0,0.0,58.0,0,58.0,0.0,58.0,551.6279999999999,3392.37912,2749,100.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_040,27.014,13.0333,40,1.536,16,16.0,9.0,0.0,1,0.0,45.0,45.0,24.576,3392.37912,2749,40.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_041,106.9998,33.85,140,1.788,140,139.0,0.0,1.0,0,1.0,0.0,1.0,250.32,3392.37912,2749,100.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_042,90.0984,15.0905,105,1.008,42,42.0,45.0,0.0,1,0.0,225.0,225.0,42.336,3392.37912,2749,40.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_043,46.7816,23.7351,70,1.536,28,28.0,18.0,0.0,1,0.0,90.0,90.0,43.008,3392.37912,2749,40.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_044,21.8368,6.9995,29,1.728,11,11.0,3.0,0.0,1,0.0,15.0,15.0,19.008,3392.37912,2749,37.93103448275862
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_045,11.0246,3.5572,15,2.3879999999999995,6,6.0,1.0,0.0,1,0.0,5.0,5.0,14.327999999999996,3392.37912,2749,40.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_046,42.4949,15.8125,58,1.188,23,23.0,17.0,0.0,1,0.0,85.0,85.0,27.324,3392.37912,2749,39.6551724137931
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_047,48.4799,13.5191,62,0.6,24,24.0,5.0,0.0,1,0.0,25.0,25.0,14.4,3392.37912,2749,38.70967741935484
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_048,45.583,10.435,56,0.8999999999999999,22,22.0,24.0,0.0,1,0.0,120.0,120.0,19.8,3392.37912,2749,39.285714285714285
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_049,25.7006,7.0331,33,2.844,13,13.0,11.0,0.0,1,0.0,55.0,55.0,36.972,3392.37912,2749,39.39393939393939
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_050,11.572,4.1519,16,1.344,6,2.0,0.0,4.0,0,4.0,0.0,4.0,8.064,3392.37912,2749,37.5
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_001,15.0125,9.973,25,1.5,17,5.0,0.0,12.0,0,12.0,0.0,12.0,25.5,3392.37912,2749,68.0
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_002,33.0824,33.4861,66,1.5288,43,37.0,0.0,6.0,0,6.0,0.0,6.0,65.7384,3392.37912,2749,65.15151515151516
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_003,22.6687,16.7706,39,2.184,25,15.0,0.0,10.0,0,10.0,0.0,10.0,54.6,3392.37912,2749,64.1025641025641
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_004,26.5785,7.0569,34,3.588,21,21.0,3.0,0.0,1,0.0,15.0,15.0,75.348,3392.37912,2749,61.76470588235294
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_005,14.7079,5.6627,21,1.368,14,14.0,2.0,0.0,1,0.0,10.0,10.0,19.152,3392.37912,2749,66.66666666666666
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_006,13.4888,4.9844,19,4.728,12,11.0,0.0,1.0,0,1.0,0.0,1.0,56.736,3392.37912,2749,63.1578947368421
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_007,151.4111,68.4641,218,0.15,146,52.0,0.0,94.0,0,94.0,0.0,94.0,21.9,3392.37912,2749,66.97247706422019
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_008,37.6984,101.1057,136,0.444,89,50.0,0.0,39.0,0,39.0,0.0,39.0,39.516,3392.37912,2749,65.44117647058823
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_009,14.8417,7.5833,23,1.368,15,10.0,0.0,5.0,0,5.0,0.0,5.0,20.52,3392.37912,2749,65.21739130434783
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_010,24.1869,5.801,30,1.704,19,18.0,0.0,1.0,0,1.0,0.0,1.0,32.376,3392.37912,2749,63.33333333333333
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_011,77.5664,24.3011,102,1.188,67,41.0,0.0,26.0,0,26.0,0.0,26.0,79.59599999999999,3392.37912,2749,65.68627450980392
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_012,60.672,18.0803,79,1.608,52,52.0,4.0,0.0,1,0.0,20.0,20.0,83.616,3392.37912,2749,65.82278481012658
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_013,78.9084,30.4405,109,1.548,71,71.0,23.0,0.0,1,0.0,115.0,115.0,109.908,3392.37912,2749,65.13761467889908
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_014,24.1603,13.0318,37,1.188,24,24.0,7.0,0.0,1,0.0,35.0,35.0,28.512,3392.37912,2749,64.86486486486487
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_015,49.3666,41.5996,90,1.068,59,41.0,0.0,18.0,0,18.0,0.0,18.0,63.012,3392.37912,2749,65.55555555555556
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_016,73.5464,25.3541,99,1.788,65,65.0,29.0,0.0,1,0.0,145.0,145.0,116.22,3392.37912,2749,65.65656565656566
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_017,4.6592,2.4302,8,1.188,6,3.0,0.0,3.0,0,3.0,0.0,3.0,7.128,3392.37912,2749,75.0
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_018,39.9882,15.9651,56,2.724,36,36.0,16.0,0.0,1,0.0,80.0,80.0,98.064,3392.37912,2749,64.28571428571429
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_019,30.6453,7.063,38,1.188,25,25.0,46.0,0.0,1,0.0,230.0,230.0,29.7,3392.37912,2749,65.78947368421053
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_020,291.9417,135.8334,424,0.5639999999999998,278,278.0,6.0,0.0,1,0.0,30.0,30.0,156.79199999999994,3392.37912,2749,65.56603773584906
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_021,36.1377,9.9041,46,1.488,30,30.0,11.0,0.0,1,0.0,55.0,55.0,44.64,3392.37912,2749,65.21739130434783
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_022,6.5359,3.4998,10,1.188,7,7.0,3.0,0.0,1,0.0,15.0,15.0,8.315999999999999,3392.37912,2749,70.0
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_023,47.4286,7.8386,56,2.3879999999999995,36,36.0,14.0,0.0,1,0.0,70.0,70.0,85.96799999999998,3392.37912,2749,64.28571428571429
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_024,48.9517,143.1361,188,0.6,123,0.0,0.0,123.0,0,123.0,0.0,123.0,73.8,3392.37912,2749,65.42553191489363
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_025,37.7439,8.9134,47,1.728,30,30.0,11.0,0.0,1,0.0,55.0,55.0,51.84,3392.37912,2749,63.82978723404256
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_026,59.7591,8.5001,68,1.188,45,45.0,13.0,0.0,1,0.0,65.0,65.0,53.46,3392.37912,2749,66.17647058823529
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_027,25.8061,9.9898,36,1.2,24,15.0,0.0,9.0,0,9.0,0.0,9.0,28.8,3392.37912,2749,66.66666666666666
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_028,45.2696,7.0564,53,2.328,34,34.0,4.0,0.0,1,0.0,20.0,20.0,79.152,3392.37912,2749,64.15094339622641
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_029,35.37,10.9493,46,0.96,30,26.0,0.0,4.0,0,4.0,0.0,4.0,28.8,3392.37912,2749,65.21739130434783
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_030,239.1191,103.5872,340,0.888,223,205.0,0.0,18.0,0,18.0,0.0,18.0,198.024,3392.37912,2749,65.58823529411765
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_031,33.3034,6.8015,40,2.808,26,26.0,3.0,0.0,1,0.0,15.0,15.0,73.008,3392.37912,2749,65.0
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_032,39.7545,9.3944,49,1.788,31,27.0,0.0,4.0,0,4.0,0.0,4.0,55.428,3392.37912,2749,63.26530612244898
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_033,11.7941,5.3869,18,1.5,12,10.0,0.0,2.0,0,2.0,0.0,2.0,18.0,3392.37912,2749,66.66666666666666
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_034,50.9913,11.788,63,1.536,42,42.0,27.0,0.0,1,0.0,135.0,135.0,64.512,3392.37912,2749,66.66666666666666
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_035,35.4548,6.7218,42,2.508,26,26.0,2.0,0.0,1,0.0,10.0,10.0,65.20799999999998,3392.37912,2749,61.90476190476191
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_036,20.5981,10.9639,32,1.728,20,19.0,0.0,1.0,0,1.0,0.0,1.0,34.56,3392.37912,2749,62.5
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_037,176.2754,84.8492,259,1.536,169,169.0,28.0,0.0,1,0.0,140.0,140.0,259.584,3392.37912,2749,65.25096525096525
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_038,19.544,7.2221,27,2.988,17,17.0,8.0,0.0,1,0.0,40.0,40.0,50.796,3392.37912,2749,62.96296296296296
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_039,166.3572,66.6762,231,2.3879999999999995,150,150.0,23.0,0.0,1,0.0,115.0,115.0,358.19999999999993,3392.37912,2749,64.93506493506493
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_040,27.014,13.0333,40,1.536,27,25.0,0.0,2.0,0,2.0,0.0,2.0,41.472,3392.37912,2749,67.5
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_041,106.9998,33.85,140,1.788,92,92.0,47.0,0.0,1,0.0,235.0,235.0,164.496,3392.37912,2749,65.71428571428571
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_042,90.0984,15.0905,105,1.008,69,69.0,18.0,0.0,1,0.0,90.0,90.0,69.552,3392.37912,2749,65.71428571428571
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_043,46.7816,23.7351,70,1.536,46,46.0,0.0,0.0,0,0.0,0.0,0.0,70.656,3392.37912,2749,65.71428571428571
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_044,21.8368,6.9995,29,1.728,18,14.0,0.0,4.0,0,4.0,0.0,4.0,31.104,3392.37912,2749,62.06896551724138
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_045,11.0246,3.5572,15,2.3879999999999995,9,7.0,0.0,2.0,0,2.0,0.0,2.0,21.492,3392.37912,2749,60.0
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_046,42.4949,15.8125,58,1.188,38,38.0,2.0,0.0,1,0.0,10.0,10.0,45.144,3392.37912,2749,65.51724137931035
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_047,48.4799,13.5191,62,0.6,41,29.0,0.0,12.0,0,12.0,0.0,12.0,24.6,3392.37912,2749,66.12903225806451
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_048,45.583,10.435,56,0.8999999999999999,37,37.0,9.0,0.0,1,0.0,45.0,45.0,33.3,3392.37912,2749,66.07142857142857
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_049,25.7006,7.0331,33,2.844,21,21.0,3.0,0.0,1,0.0,15.0,15.0,59.724,3392.37912,2749,63.63636363636363
tight,proportional_heuristic,hist_gradient_boosting,newsvendor_adjusted_order,CA_1,FOODS_3_050,11.572,4.1519,16,1.344,11,2.0,0.0,9.0,0,9.0,0.0,9.0,14.784,3392.37912,2749,68.75
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_001,12.4848,0.876,14,1.3188,5,2.0,0.0,3.0,0,3.0,0.0,3.0,6.593999999999999,1714.15296,1558,35.714285714285715
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_002,30.1181,12.695,43,1.536,17,17.0,11.0,0.0,1,0.0,55.0,55.0,26.112,1714.15296,1558,39.53488372093023
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_003,12.2353,9.1022,22,2.184,8,8.0,0.0,0.0,0,0.0,0.0,0.0,17.471999999999998,1714.15296,1558,36.36363636363637
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_004,6.2704,1.8893,9,3.588,3,3.0,0.0,0.0,0,0.0,0.0,0.0,10.764,1714.15296,1558,33.33333333333333
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_005,39.0749,9.4408,49,1.368,19,19.0,16.0,0.0,1,0.0,80.0,80.0,25.992,1714.15296,1558,38.775510204081634
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_006,19.1576,7.2673,27,4.728,10,10.0,8.0,0.0,1,0.0,40.0,40.0,47.28,1714.15296,1558,37.03703703703704
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_007,89.1807,74.4041,162,0.15,162,43.0,0.0,119.0,0,119.0,0.0,119.0,24.3,1714.15296,1558,100.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_008,33.5845,170.4077,199,0.444,199,51.0,0.0,148.0,0,148.0,0.0,148.0,88.356,1714.15296,1558,100.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_009,12.768,9.3851,22,1.368,8,7.0,0.0,1.0,0,1.0,0.0,1.0,10.944,1714.15296,1558,36.36363636363637
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_010,11.4154,3.9332,16,1.704,6,6.0,2.0,0.0,1,0.0,10.0,10.0,10.224,1714.15296,1558,37.5
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_011,13.7505,5.3781,19,1.1279999999999997,7,7.0,4.0,0.0,1,0.0,20.0,20.0,7.895999999999997,1714.15296,1558,36.84210526315789
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_012,18.6882,8.6062,28,1.608,11,4.0,0.0,7.0,0,7.0,0.0,7.0,17.688000000000002,1714.15296,1558,39.285714285714285
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_013,10.9037,6.6475,18,1.548,7,7.0,3.0,0.0,1,0.0,15.0,15.0,10.836,1714.15296,1558,38.88888888888889
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_014,11.745,3.4233,16,1.188,6,4.0,0.0,2.0,0,2.0,0.0,2.0,7.128,1714.15296,1558,37.5
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_015,33.3698,8.4129,42,1.068,16,16.0,23.0,0.0,1,0.0,115.0,115.0,17.088,1714.15296,1558,38.095238095238095
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_016,9.9102,4.7787,15,1.788,6,6.0,6.0,0.0,1,0.0,30.0,30.0,10.728,1714.15296,1558,40.0
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_017,4.7261,4.2624,9,1.188,3,3.0,2.0,0.0,1,0.0,10.0,10.0,3.564,1714.15296,1558,33.33333333333333
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_018,15.0261,5.2788,21,2.724,8,8.0,2.0,0.0,1,0.0,10.0,10.0,21.792,1714.15296,1558,38.095238095238095
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_019,13.3385,2.9551,17,0.7128,6,6.0,9.0,0.0,1,0.0,45.0,45.0,4.2768,1714.15296,1558,35.294117647058826
tight,milp_optimised,hist_gradient_boosting,newsvendor_adjusted_order,TX_1,FOODS_3_020,75.2181,42.4094,117,0.5639999999999998,117,64.0,0.0,53.0,0,53.0,0.0,53.0,65.98799999999999,1714.15296,1558,100.0
