constraint_scenario,store_id,item_id,demand_scenario,z_score,probability,forecast_mean_units,uncertainty_std_28,simulated_demand_units
balanced,CA_1,FOODS_3_017,very_low,-1.2816,0.1,4.6592,2.4302,1.54465568
balanced,CA_1,FOODS_3_017,low,-0.5244,0.2,4.6592,2.4302,3.38480312
balanced,CA_1,FOODS_3_017,central,0.0,0.4,4.6592,2.4302,4.6592
balanced,CA_1,FOODS_3_017,high,0.5244,0.2,4.6592,2.4302,5.9335968800000005
balanced,CA_1,FOODS_3_017,very_high,1.2816,0.1,4.6592,2.4302,7.7737443200000005
balanced,CA_1,FOODS_3_018,very_low,-1.2816,0.1,39.9882,15.9651,19.527327839999998
balanced,CA_1,FOODS_3_018,low,-0.5244,0.2,39.9882,15.9651,31.616101559999997
balanced,CA_1,FOODS_3_018,central,0.0,0.4,39.9882,15.9651,39.9882
balanced,CA_1,FOODS_3_018,high,0.5244,0.2,39.9882,15.9651,48.36029844
balanced,CA_1,FOODS_3_018,very_high,1.2816,0.1,39.9882,15.9651,60.44907216
balanced,CA_1,FOODS_3_019,very_low,-1.2816,0.1,30.6453,7.063,21.5933592
balanced,CA_1,FOODS_3_019,low,-0.5244,0.2,30.6453,7.063,26.9414628
balanced,CA_1,FOODS_3_019,central,0.0,0.4,30.6453,7.063,30.6453
balanced,CA_1,FOODS_3_019,high,0.5244,0.2,30.6453,7.063,34.3491372
balanced,CA_1,FOODS_3_019,very_high,1.2816,0.1,30.6453,7.063,39.6972408
balanced,CA_1,FOODS_3_020,very_low,-1.2816,0.1,291.9417,135.8334,117.85761456
balanced,CA_1,FOODS_3_020,low,-0.5244,0.2,291.9417,135.8334,220.71066504000004
balanced,CA_1,FOODS_3_020,central,0.0,0.4,291.9417,135.8334,291.9417
balanced,CA_1,FOODS_3_020,high,0.5244,0.2,291.9417,135.8334,363.17273496
balanced,CA_1,FOODS_3_020,very_high,1.2816,0.1,291.9417,135.8334,466.02578544000005
balanced,CA_1,FOODS_3_021,very_low,-1.2816,0.1,36.1377,9.9041,23.444605440000004
balanced,CA_1,FOODS_3_021,low,-0.5244,0.2,36.1377,9.9041,30.943989960000003
balanced,CA_1,FOODS_3_021,central,0.0,0.4,36.1377,9.9041,36.1377
balanced,CA_1,FOODS_3_021,high,0.5244,0.2,36.1377,9.9041,41.33141004
balanced,CA_1,FOODS_3_021,very_high,1.2816,0.1,36.1377,9.9041,48.83079456
balanced,CA_1,FOODS_3_022,very_low,-1.2816,0.1,6.5359,3.4998,2.050556319999999
balanced,CA_1,FOODS_3_022,low,-0.5244,0.2,6.5359,3.4998,4.70060488
balanced,CA_1,FOODS_3_022,central,0.0,0.4,6.5359,3.4998,6.5359
balanced,CA_1,FOODS_3_022,high,0.5244,0.2,6.5359,3.4998,8.37119512
balanced,CA_1,FOODS_3_022,very_high,1.2816,0.1,6.5359,3.4998,11.021243680000001
balanced,CA_1,FOODS_3_023,very_low,-1.2816,0.1,47.4286,7.8386,37.382650240000004
balanced,CA_1,FOODS_3_023,low,-0.5244,0.2,47.4286,7.8386,43.31803816
balanced,CA_1,FOODS_3_023,central,0.0,0.4,47.4286,7.8386,47.4286
balanced,CA_1,FOODS_3_023,high,0.5244,0.2,47.4286,7.8386,51.539161840000006
balanced,CA_1,FOODS_3_023,very_high,1.2816,0.1,47.4286,7.8386,57.47454976
balanced,CA_1,FOODS_3_024,very_low,-1.2816,0.1,48.9517,143.1361,0.0
balanced,CA_1,FOODS_3_024,low,-0.5244,0.2,48.9517,143.1361,0.0
balanced,CA_1,FOODS_3_024,central,0.0,0.4,48.9517,143.1361,48.9517
balanced,CA_1,FOODS_3_024,high,0.5244,0.2,48.9517,143.1361,124.01227084
balanced,CA_1,FOODS_3_024,very_high,1.2816,0.1,48.9517,143.1361,232.39492576000004
balanced,CA_1,FOODS_3_025,very_low,-1.2816,0.1,37.7439,8.9134,26.32048656
balanced,CA_1,FOODS_3_025,low,-0.5244,0.2,37.7439,8.9134,33.069713039999996
balanced,CA_1,FOODS_3_025,central,0.0,0.4,37.7439,8.9134,37.7439
balanced,CA_1,FOODS_3_025,high,0.5244,0.2,37.7439,8.9134,42.41808696
balanced,CA_1,FOODS_3_025,very_high,1.2816,0.1,37.7439,8.9134,49.167313439999994
balanced,CA_1,FOODS_3_026,very_low,-1.2816,0.1,59.7591,8.5001,48.865371839999995
balanced,CA_1,FOODS_3_026,low,-0.5244,0.2,59.7591,8.5001,55.30164756
balanced,CA_1,FOODS_3_026,central,0.0,0.4,59.7591,8.5001,59.7591
balanced,CA_1,FOODS_3_026,high,0.5244,0.2,59.7591,8.5001,64.21655244
balanced,CA_1,FOODS_3_026,very_high,1.2816,0.1,59.7591,8.5001,70.65282816
balanced,CA_1,FOODS_3_027,very_low,-1.2816,0.1,25.8061,9.9898,13.00317232
balanced,CA_1,FOODS_3_027,low,-0.5244,0.2,25.8061,9.9898,20.56744888
balanced,CA_1,FOODS_3_027,central,0.0,0.4,25.8061,9.9898,25.8061
balanced,CA_1,FOODS_3_027,high,0.5244,0.2,25.8061,9.9898,31.04475112
balanced,CA_1,FOODS_3_027,very_high,1.2816,0.1,25.8061,9.9898,38.609027680000004
balanced,CA_1,FOODS_3_028,very_low,-1.2816,0.1,45.2696,7.0564,36.226117759999994
balanced,CA_1,FOODS_3_028,low,-0.5244,0.2,45.2696,7.0564,41.56922384
balanced,CA_1,FOODS_3_028,central,0.0,0.4,45.2696,7.0564,45.2696
balanced,CA_1,FOODS_3_028,high,0.5244,0.2,45.2696,7.0564,48.969976159999995
balanced,CA_1,FOODS_3_028,very_high,1.2816,0.1,45.2696,7.0564,54.31308224
balanced,CA_1,FOODS_3_029,very_low,-1.2816,0.1,35.37,10.9493,21.33737712
balanced,CA_1,FOODS_3_029,low,-0.5244,0.2,35.37,10.9493,29.628187079999996
balanced,CA_1,FOODS_3_029,central,0.0,0.4,35.37,10.9493,35.37
balanced,CA_1,FOODS_3_029,high,0.5244,0.2,35.37,10.9493,41.11181292
balanced,CA_1,FOODS_3_029,very_high,1.2816,0.1,35.37,10.9493,49.402622879999996
balanced,CA_1,FOODS_3_030,very_low,-1.2816,0.1,239.1191,103.5872,106.36174448
balanced,CA_1,FOODS_3_030,low,-0.5244,0.2,239.1191,103.5872,184.79797232
balanced,CA_1,FOODS_3_030,central,0.0,0.4,239.1191,103.5872,239.1191
balanced,CA_1,FOODS_3_030,high,0.5244,0.2,239.1191,103.5872,293.44022768
balanced,CA_1,FOODS_3_030,very_high,1.2816,0.1,239.1191,103.5872,371.87645552000004
balanced,CA_1,FOODS_3_031,very_low,-1.2816,0.1,33.3034,6.8015,24.586597600000005
balanced,CA_1,FOODS_3_031,low,-0.5244,0.2,33.3034,6.8015,29.736693400000004
balanced,CA_1,FOODS_3_031,central,0.0,0.4,33.3034,6.8015,33.3034
balanced,CA_1,FOODS_3_031,high,0.5244,0.2,33.3034,6.8015,36.8701066
balanced,CA_1,FOODS_3_031,very_high,1.2816,0.1,33.3034,6.8015,42.0202024
balanced,CA_1,FOODS_3_032,very_low,-1.2816,0.1,39.7545,9.3944,27.71463696
balanced,CA_1,FOODS_3_032,low,-0.5244,0.2,39.7545,9.3944,34.82807664
balanced,CA_1,FOODS_3_032,central,0.0,0.4,39.7545,9.3944,39.7545
balanced,CA_1,FOODS_3_032,high,0.5244,0.2,39.7545,9.3944,44.68092336
balanced,CA_1,FOODS_3_032,very_high,1.2816,0.1,39.7545,9.3944,51.79436304
balanced,CA_1,FOODS_3_033,very_low,-1.2816,0.1,11.7941,5.3869,4.89024896
balanced,CA_1,FOODS_3_033,low,-0.5244,0.2,11.7941,5.3869,8.96920964
balanced,CA_1,FOODS_3_033,central,0.0,0.4,11.7941,5.3869,11.7941
balanced,CA_1,FOODS_3_033,high,0.5244,0.2,11.7941,5.3869,14.61899036
balanced,CA_1,FOODS_3_033,very_high,1.2816,0.1,11.7941,5.3869,18.69795104
balanced,CA_1,FOODS_3_034,very_low,-1.2816,0.1,50.9913,11.788,35.8837992
balanced,CA_1,FOODS_3_034,low,-0.5244,0.2,50.9913,11.788,44.8096728
balanced,CA_1,FOODS_3_034,central,0.0,0.4,50.9913,11.788,50.9913
balanced,CA_1,FOODS_3_034,high,0.5244,0.2,50.9913,11.788,57.172927200000004
balanced,CA_1,FOODS_3_034,very_high,1.2816,0.1,50.9913,11.788,66.0988008
balanced,CA_1,FOODS_3_035,very_low,-1.2816,0.1,35.4548,6.7218,26.84014112
balanced,CA_1,FOODS_3_035,low,-0.5244,0.2,35.4548,6.7218,31.929888079999998
balanced,CA_1,FOODS_3_035,central,0.0,0.4,35.4548,6.7218,35.4548
balanced,CA_1,FOODS_3_035,high,0.5244,0.2,35.4548,6.7218,38.97971192
balanced,CA_1,FOODS_3_035,very_high,1.2816,0.1,35.4548,6.7218,44.06945888
balanced,CA_1,FOODS_3_036,very_low,-1.2816,0.1,20.5981,10.9639,6.546765759999998
balanced,CA_1,FOODS_3_036,low,-0.5244,0.2,20.5981,10.9639,14.848630839999998
balanced,CA_1,FOODS_3_036,central,0.0,0.4,20.5981,10.9639,20.5981
balanced,CA_1,FOODS_3_036,high,0.5244,0.2,20.5981,10.9639,26.34756916
balanced,CA_1,FOODS_3_036,very_high,1.2816,0.1,20.5981,10.9639,34.64943424
balanced,CA_1,FOODS_3_037,very_low,-1.2816,0.1,176.2754,84.8492,67.53266527999999
balanced,CA_1,FOODS_3_037,low,-0.5244,0.2,176.2754,84.8492,131.78047952
balanced,CA_1,FOODS_3_037,central,0.0,0.4,176.2754,84.8492,176.2754
balanced,CA_1,FOODS_3_037,high,0.5244,0.2,176.2754,84.8492,220.77032047999998
balanced,CA_1,FOODS_3_037,very_high,1.2816,0.1,176.2754,84.8492,285.01813472
balanced,CA_1,FOODS_3_038,very_low,-1.2816,0.1,19.544,7.2221,10.28815664
balanced,CA_1,FOODS_3_038,low,-0.5244,0.2,19.544,7.2221,15.75673076
balanced,CA_1,FOODS_3_038,central,0.0,0.4,19.544,7.2221,19.544
balanced,CA_1,FOODS_3_038,high,0.5244,0.2,19.544,7.2221,23.33126924
balanced,CA_1,FOODS_3_038,very_high,1.2816,0.1,19.544,7.2221,28.79984336
balanced,CA_1,FOODS_3_039,very_low,-1.2816,0.1,166.3572,66.6762,80.90498208000001
balanced,CA_1,FOODS_3_039,low,-0.5244,0.2,166.3572,66.6762,131.39220072
balanced,CA_1,FOODS_3_039,central,0.0,0.4,166.3572,66.6762,166.3572
balanced,CA_1,FOODS_3_039,high,0.5244,0.2,166.3572,66.6762,201.32219928
balanced,CA_1,FOODS_3_039,very_high,1.2816,0.1,166.3572,66.6762,251.80941792
balanced,CA_1,FOODS_3_040,very_low,-1.2816,0.1,27.014,13.0333,10.310522719999998
balanced,CA_1,FOODS_3_040,low,-0.5244,0.2,27.014,13.0333,20.17933748
balanced,CA_1,FOODS_3_040,central,0.0,0.4,27.014,13.0333,27.014
balanced,CA_1,FOODS_3_040,high,0.5244,0.2,27.014,13.0333,33.84866252
balanced,CA_1,FOODS_3_040,very_high,1.2816,0.1,27.014,13.0333,43.71747728
balanced,CA_1,FOODS_3_041,very_low,-1.2816,0.1,106.9998,33.85,63.61763999999999
balanced,CA_1,FOODS_3_041,low,-0.5244,0.2,106.9998,33.85,89.24886
balanced,CA_1,FOODS_3_041,central,0.0,0.4,106.9998,33.85,106.9998
balanced,CA_1,FOODS_3_041,high,0.5244,0.2,106.9998,33.85,124.75074
balanced,CA_1,FOODS_3_041,very_high,1.2816,0.1,106.9998,33.85,150.38196
balanced,CA_1,FOODS_3_042,very_low,-1.2816,0.1,90.0984,15.0905,70.7584152
balanced,CA_1,FOODS_3_042,low,-0.5244,0.2,90.0984,15.0905,82.1849418
balanced,CA_1,FOODS_3_042,central,0.0,0.4,90.0984,15.0905,90.0984
balanced,CA_1,FOODS_3_042,high,0.5244,0.2,90.0984,15.0905,98.01185819999999
balanced,CA_1,FOODS_3_042,very_high,1.2816,0.1,90.0984,15.0905,109.4383848
balanced,CA_1,FOODS_3_043,very_low,-1.2816,0.1,46.7816,23.7351,16.362695839999997
balanced,CA_1,FOODS_3_043,low,-0.5244,0.2,46.7816,23.7351,34.33491356
balanced,CA_1,FOODS_3_043,central,0.0,0.4,46.7816,23.7351,46.7816
balanced,CA_1,FOODS_3_043,high,0.5244,0.2,46.7816,23.7351,59.22828644
balanced,CA_1,FOODS_3_043,very_high,1.2816,0.1,46.7816,23.7351,77.20050416
balanced,CA_1,FOODS_3_044,very_low,-1.2816,0.1,21.8368,6.9995,12.8662408
balanced,CA_1,FOODS_3_044,low,-0.5244,0.2,21.8368,6.9995,18.1662622
balanced,CA_1,FOODS_3_044,central,0.0,0.4,21.8368,6.9995,21.8368
balanced,CA_1,FOODS_3_044,high,0.5244,0.2,21.8368,6.9995,25.507337800000002
balanced,CA_1,FOODS_3_044,very_high,1.2816,0.1,21.8368,6.9995,30.8073592
balanced,CA_1,FOODS_3_045,very_low,-1.2816,0.1,11.0246,3.5572,6.4656924799999995
balanced,CA_1,FOODS_3_045,low,-0.5244,0.2,11.0246,3.5572,9.15920432
balanced,CA_1,FOODS_3_045,central,0.0,0.4,11.0246,3.5572,11.0246
balanced,CA_1,FOODS_3_045,high,0.5244,0.2,11.0246,3.5572,12.889995679999998
balanced,CA_1,FOODS_3_045,very_high,1.2816,0.1,11.0246,3.5572,15.58350752
balanced,CA_1,FOODS_3_046,very_low,-1.2816,0.1,42.4949,15.8125,22.2296
balanced,CA_1,FOODS_3_046,low,-0.5244,0.2,42.4949,15.8125,34.202825000000004
balanced,CA_1,FOODS_3_046,central,0.0,0.4,42.4949,15.8125,42.4949
balanced,CA_1,FOODS_3_046,high,0.5244,0.2,42.4949,15.8125,50.786975
balanced,CA_1,FOODS_3_046,very_high,1.2816,0.1,42.4949,15.8125,62.7602
balanced,CA_1,FOODS_3_047,very_low,-1.2816,0.1,48.4799,13.5191,31.15382144
balanced,CA_1,FOODS_3_047,low,-0.5244,0.2,48.4799,13.5191,41.39048396
balanced,CA_1,FOODS_3_047,central,0.0,0.4,48.4799,13.5191,48.4799
balanced,CA_1,FOODS_3_047,high,0.5244,0.2,48.4799,13.5191,55.569316040000004
balanced,CA_1,FOODS_3_047,very_high,1.2816,0.1,48.4799,13.5191,65.80597856
balanced,CA_1,FOODS_3_048,very_low,-1.2816,0.1,45.583,10.435,32.209503999999995
balanced,CA_1,FOODS_3_048,low,-0.5244,0.2,45.583,10.435,40.110886
balanced,CA_1,FOODS_3_048,central,0.0,0.4,45.583,10.435,45.583
balanced,CA_1,FOODS_3_048,high,0.5244,0.2,45.583,10.435,51.055113999999996
balanced,CA_1,FOODS_3_048,very_high,1.2816,0.1,45.583,10.435,58.956496
balanced,CA_1,FOODS_3_049,very_low,-1.2816,0.1,25.7006,7.0331,16.68697904
balanced,CA_1,FOODS_3_049,low,-0.5244,0.2,25.7006,7.0331,22.01244236
balanced,CA_1,FOODS_3_049,central,0.0,0.4,25.7006,7.0331,25.7006
balanced,CA_1,FOODS_3_049,high,0.5244,0.2,25.7006,7.0331,29.38875764
balanced,CA_1,FOODS_3_049,very_high,1.2816,0.1,25.7006,7.0331,34.714220960000006
balanced,CA_1,FOODS_3_050,very_low,-1.2816,0.1,11.572,4.1519,6.250924959999998
balanced,CA_1,FOODS_3_050,low,-0.5244,0.2,11.572,4.1519,9.39474364
balanced,CA_1,FOODS_3_050,central,0.0,0.4,11.572,4.1519,11.572
balanced,CA_1,FOODS_3_050,high,0.5244,0.2,11.572,4.1519,13.749256359999999
balanced,CA_1,FOODS_3_050,very_high,1.2816,0.1,11.572,4.1519,16.89307504
balanced,TX_1,FOODS_3_001,very_low,-1.2816,0.1,12.4848,0.876,11.3621184
balanced,TX_1,FOODS_3_001,low,-0.5244,0.2,12.4848,0.876,12.0254256
balanced,TX_1,FOODS_3_001,central,0.0,0.4,12.4848,0.876,12.4848
balanced,TX_1,FOODS_3_001,high,0.5244,0.2,12.4848,0.876,12.9441744
balanced,TX_1,FOODS_3_001,very_high,1.2816,0.1,12.4848,0.876,13.6074816
balanced,TX_1,FOODS_3_002,very_low,-1.2816,0.1,30.1181,12.695,13.848187999999997
balanced,TX_1,FOODS_3_002,low,-0.5244,0.2,30.1181,12.695,23.460842
balanced,TX_1,FOODS_3_002,central,0.0,0.4,30.1181,12.695,30.1181
balanced,TX_1,FOODS_3_002,high,0.5244,0.2,30.1181,12.695,36.775358
balanced,TX_1,FOODS_3_002,very_high,1.2816,0.1,30.1181,12.695,46.388012
balanced,TX_1,FOODS_3_003,very_low,-1.2816,0.1,12.2353,9.1022,0.5699204800000004
balanced,TX_1,FOODS_3_003,low,-0.5244,0.2,12.2353,9.1022,7.462106320000001
balanced,TX_1,FOODS_3_003,central,0.0,0.4,12.2353,9.1022,12.2353
balanced,TX_1,FOODS_3_003,high,0.5244,0.2,12.2353,9.1022,17.00849368
balanced,TX_1,FOODS_3_003,very_high,1.2816,0.1,12.2353,9.1022,23.90067952
balanced,TX_1,FOODS_3_004,very_low,-1.2816,0.1,6.2704,1.8893,3.8490731200000003
balanced,TX_1,FOODS_3_004,low,-0.5244,0.2,6.2704,1.8893,5.279651080000001
balanced,TX_1,FOODS_3_004,central,0.0,0.4,6.2704,1.8893,6.2704
balanced,TX_1,FOODS_3_004,high,0.5244,0.2,6.2704,1.8893,7.26114892
balanced,TX_1,FOODS_3_004,very_high,1.2816,0.1,6.2704,1.8893,8.691726880000001
balanced,TX_1,FOODS_3_005,very_low,-1.2816,0.1,39.0749,9.4408,26.97557072
balanced,TX_1,FOODS_3_005,low,-0.5244,0.2,39.0749,9.4408,34.12414448
balanced,TX_1,FOODS_3_005,central,0.0,0.4,39.0749,9.4408,39.0749
balanced,TX_1,FOODS_3_005,high,0.5244,0.2,39.0749,9.4408,44.02565552
balanced,TX_1,FOODS_3_005,very_high,1.2816,0.1,39.0749,9.4408,51.17422928
balanced,TX_1,FOODS_3_006,very_low,-1.2816,0.1,19.1576,7.2673,9.843828319999998
balanced,TX_1,FOODS_3_006,low,-0.5244,0.2,19.1576,7.2673,15.34662788
balanced,TX_1,FOODS_3_006,central,0.0,0.4,19.1576,7.2673,19.1576
balanced,TX_1,FOODS_3_006,high,0.5244,0.2,19.1576,7.2673,22.968572119999997
balanced,TX_1,FOODS_3_006,very_high,1.2816,0.1,19.1576,7.2673,28.471371679999997
balanced,TX_1,FOODS_3_007,very_low,-1.2816,0.1,89.1807,74.4041,0.0
balanced,TX_1,FOODS_3_007,low,-0.5244,0.2,89.1807,74.4041,50.163189960000004
balanced,TX_1,FOODS_3_007,central,0.0,0.4,89.1807,74.4041,89.1807
balanced,TX_1,FOODS_3_007,high,0.5244,0.2,89.1807,74.4041,128.19821004
balanced,TX_1,FOODS_3_007,very_high,1.2816,0.1,89.1807,74.4041,184.53699456
balanced,TX_1,FOODS_3_008,very_low,-1.2816,0.1,33.5845,170.4077,0.0
balanced,TX_1,FOODS_3_008,low,-0.5244,0.2,33.5845,170.4077,0.0
balanced,TX_1,FOODS_3_008,central,0.0,0.4,33.5845,170.4077,33.5845
balanced,TX_1,FOODS_3_008,high,0.5244,0.2,33.5845,170.4077,122.94629788
balanced,TX_1,FOODS_3_008,very_high,1.2816,0.1,33.5845,170.4077,251.97900832000002
balanced,TX_1,FOODS_3_009,very_low,-1.2816,0.1,12.768,9.3851,0.7400558400000001
balanced,TX_1,FOODS_3_009,low,-0.5244,0.2,12.768,9.3851,7.846453560000001
balanced,TX_1,FOODS_3_009,central,0.0,0.4,12.768,9.3851,12.768
balanced,TX_1,FOODS_3_009,high,0.5244,0.2,12.768,9.3851,17.68954644
balanced,TX_1,FOODS_3_009,very_high,1.2816,0.1,12.768,9.3851,24.79594416
balanced,TX_1,FOODS_3_010,very_low,-1.2816,0.1,11.4154,3.9332,6.37461088
balanced,TX_1,FOODS_3_010,low,-0.5244,0.2,11.4154,3.9332,9.35282992
balanced,TX_1,FOODS_3_010,central,0.0,0.4,11.4154,3.9332,11.4154
balanced,TX_1,FOODS_3_010,high,0.5244,0.2,11.4154,3.9332,13.47797008
balanced,TX_1,FOODS_3_010,very_high,1.2816,0.1,11.4154,3.9332,16.45618912
balanced,TX_1,FOODS_3_011,very_low,-1.2816,0.1,13.7505,5.3781,6.857927040000001
